Patient	Gene	-log10(p-value)
11	Rv2029c	NA
11	Rv2030c	0.16794812
11	Rv2031c	0.25558366
11	Rv2032	NA
11	Rv2033c	NA
11	Rv2034	NA
11	Rv2035	NA
11	Rv2036	1.31896941
11	Rv2037c	NA
11	Rv2038c	0.48517217
11	Rv2039c	NA
11	Rv2040c	1.53731845
11	Rv2041c	0
11	Rv2042c	NA
11	Rv2043c	0
11	Rv2044c	NA
11	Rv2045c	NA
11	Rv2046	NA
11	Rv2047c	NA
11	Rv2048c	1.40351753
11	Rv2049c	NA
11	Rv2050	NA
11	Rv2051c	1.15667407
11	Rv2052c	NA
11	Rv2053c	NA
11	Rv2054	NA
11	Rv2055c	NA
11	Rv2056c	NA
11	Rv2057c	NA
11	Rv2058c	0.25669271
11	Rv2060	0.25756972
11	Rv2059	0.25756972
11	Rv2061c	NA
11	Rv2062c	1.40338714
11	Rv2063	NA
11	Rv2064	NA
11	Rv2065	NA
11	Rv2066	NA
11	Rv2067c	NA
11	Rv2068c	NA
11	Rv2069	NA
11	Rv2070c	NA
11	Rv2071c	NA
11	Rv2072c	NA
11	Rv2073c	NA
11	Rv2074	NA
11	Rv2075c	NA
11	Rv2076c	0
11	Rv2077c	NA
11	Rv2077A	NA
11	Rv2078	0.25594886
11	Rv2079	NA
11	Rv2080	NA
11	Rv2081c	2.4330245
11	Rv2082	9.97651909
11	Rv2083	NA
11	Rv2084	NA
11	Rv2085	NA
11	Rv2086	NA
11	Rv2087	NA
11	Rv2088	0.50162433
11	Rv2089c	0.24841401
11	Rv2090	NA
11	Rv2091c	NA
11	Rv2092c	0
11	Rv2093c	NA
11	Rv2094c	21.35890081
11	Rv2095c	NA
11	Rv2096c	NA
11	Rv2097c	NA
11	Rv2098c	NA
11	Rv2099c	NA
11	Rv2100	0.51614655
11	Rv2101	0
11	Rv2102	0
11	Rv2103c	NA
11	Rv2104c	NA
11	Rv2107	NA
11	Rv2108	NA
11	Rv2109c	0
11	Rv2110c	NA
11	Rv2111c	NA
11	Rv2112c	1.40589107
11	Rv2113	NA
11	Rv2114	NA
11	Rv2115c	44.99036564
11	Rv2116	NA
11	Rv2117	NA
11	Rv2118c	NA
11	Rv2119	NA
11	Rv2120c	NA
11	Rv2121c	1.63054199
11	Rv2122c	NA
11	Rv2123	2.3305452
11	Rv2124c	0.50908091
11	Rv2125	NA
11	Rv2126c	NA
11	Rv2127	0.25175013
11	Rv2128	0.2566851
11	Rv2129c	NA
11	Rv2130c	NA
11	Rv2131c	NA
11	Rv2132	NA
11	Rv2133c	NA
11	Rv2134c	NA
11	Rv2135c	NA
11	Rv2136c	3.21449166
11	Rv2137c	NA
11	Rv2138	NA
11	Rv2139	0.78692191
11	Rv2140c	NA
11	Rv2141c	NA
11	Rv2142c	NA
11	Rv2143	0.55185716
11	Rv2144c	NA
11	Rv2145c	NA
11	Rv2146c	NA
11	Rv2147c	NA
11	Rv2148c	0
11	Rv2149c	1.76506856
11	Rv2150c	0.59720273
11	Rv2151c	NA
11	Rv2152c	NA
11	Rv2153c	0
11	Rv2154c	NA
11	Rv2155c	NA
11	Rv2156c	0.25549528
11	Rv2157c	NA
11	Rv2158c	NA
11	Rv2159c	NA
11	Rv2160c	NA
11	Rv2160A	NA
11	Rv2161c	NA
11	Rv2162c	NA
11	Rv2163c	0.62596035
11	Rv2164c	NA
11	Rv2165c	0.17338909
11	Rv2166c	1.49107207
11	Rv2169c	NA
11	Rv2170	NA
11	Rv2171	NA
11	Rv2172c	0.20351952
11	Rv2173	0.50011543
11	Rv2174	0
11	Rv2175c	NA
11	Rv2176	NA
11	Rv2177c	0.16875411
11	Rv2178c	1.07576949
11	Rv2179c	2.04676728
11	Rv2180c	NA
11	Rv2181	NA
11	Rv2182c	NA
11	Rv2183c	NA
11	Rv2184c	NA
11	Rv2185c	NA
11	Rv2186c	NA
11	Rv2187	1.15195979
11	Rv2188c	NA
11	Rv2189c	NA
11	Rv2190c	0
11	Rv2191	NA
11	Rv2192c	NA
11	Rv2193	1.41662599
11	Rv2194	NA
11	Rv2195	14.8217575
11	Rv2196	2.84712936
11	Rv2197c	NA
11	Rv2198c	1.26322681
11	Rv2199c	NA
11	Rv2200c	NA
11	Rv2201	NA
11	Rv2202c	NA
11	Rv2203	NA
11	Rv2204c	NA
11	Rv2205c	NA
11	Rv2206	NA
11	Rv2207	NA
11	Rv2208	NA
11	Rv2209	NA
11	Rv2210c	NA
11	Rv2211c	NA
11	Rv2212	NA
11	Rv2213	NA
11	Rv2214c	2.19050388
11	Rv2215	1.89804469
11	Rv2216	0.25743738
11	Rv2217	NA
11	Rv2218	NA
11	Rv2219	NA
11	Rv2219A	NA
11	Rv2220	0.49412871
11	Rv2221c	NA
11	Rv2222c	1.66043508
11	Rv2223c	NA
11	Rv2224c	0.5155143
11	Rv2225	NA
11	Rv2226	NA
11	Rv2227	NA
11	Rv2228c	NA
11	Rv2229c	NA
11	Rv2230c	NA
11	Rv2231c	NA
11	Rv2232	NA
11	Rv2234	NA
11	Rv2235	NA
11	Rv2236c	NA
11	Rv2237	0.70922387
11	Rv2238c	NA
11	Rv2239c	NA
11	Rv2240c	1.68097385
11	Rv2241	NA
11	Rv2242	NA
11	Rv2243	NA
11	Rv2244	NA
11	Rv2245	1.54054325
11	Rv2246	2.7326265
11	Rv2247	NA
11	Rv2248	NA
11	Rv2249c	NA
11	Rv2250c	NA
11	Rv2250A	0
11	Rv2251	0
11	Rv2252	NA
11	Rv2253	NA
11	Rv2254c	NA
11	Rv2255c	NA
11	Rv2256c	NA
11	Rv2257c	NA
11	Rv2258c	NA
11	Rv2259	NA
11	Rv2260	0.23325106
11	Rv2261c	NA
11	Rv2262c	NA
11	Rv2263	NA
11	Rv2264c	NA
11	Rv2265	NA
11	Rv2266	0.4958095
11	Rv2267c	0.51622947
11	Rv2268c	0.41707098
11	Rv2269c	NA
11	Rv2270	NA
11	Rv2271	NA
11	Rv2272	NA
11	Rv2273	NA
11	Rv2274c	NA
11	Rv2275	0.80912473
11	Rv2276	NA
11	Rv2280	NA
11	Rv2281	NA
11	Rv2282c	NA
11	Rv2283	0.25482522
11	Rv2284	NA
11	Rv2285	NA
11	Rv2286c	0.50469765
11	Rv2287	0
11	Rv2288	NA
11	Rv2289	NA
11	Rv2290	1.60882519
11	Rv2291	NA
11	Rv2292c	NA
11	Rv2293c	0.25483878
11	Rv2294	NA
11	Rv2295	NA
11	Rv2296	NA
11	Rv2297	NA
11	Rv2298	NA
11	Rv2299c	1.12183348
11	Rv2300c	NA
11	Rv2301	NA
11	Rv2302	NA
11	Rv2303c	NA
11	Rv2304c	NA
11	Rv2305	NA
11	Rv2306A	NA
11	Rv2306B	NA
11	Rv2307c	NA
11	Rv2307A	NA
11	Rv2307B	0.52578709
11	Rv2307D	NA
11	Rv2308	NA
11	Rv2309c	NA
11	Rv2309A	NA
11	Rv2310	NA
11	Rv2311	0.25721078
11	Rv2312	NA
11	Rv2313c	NA
11	Rv2314c	NA
11	Rv2315c	0.74254516
11	Rv2316	NA
11	Rv2317	NA
11	Rv2318	0
11	Rv2319c	NA
11	Rv2320c	NA
11	Rv2321c	NA
11	Rv2322c	NA
11	Rv2323c	1.02862777
11	Rv2324	NA
11	Rv2325c	NA
11	Rv2326c	NA
11	Rv2327	NA
11	Rv2328	0
11	Rv2329c	NA
11	Rv2330c	NA
11	Rv2331	NA
11	Rv2331A	0
11	Rv2332	0.25556119
11	Rv2333c	0
11	Rv2334	NA
11	Rv2335	NA
11	Rv2336	NA
11	Rv2337c	NA
11	Rv2338c	NA
11	Rv2339	3.88154401
11	Rv2340c	0.54751484
11	Rv2341	NA
11	Rv2342	NA
11	Rv2343c	NA
11	Rv2344c	NA
11	Rv2345	0
11	Rv2346c	13.77801967
11	Rv2347c	18.28858564
11	Rv2348c	NA
11	Rv2349c	1.60538356
11	Rv2350c	2.30271443
11	Rv2351c	45.02611283
11	Rv2352c	0.25674958
11	Rv2356c	3.83103587
11	Rv2357c	33.12357741
11	Rv2358	NA
11	Rv2359	NA
11	Rv2360c	NA
11	Rv2361c	0
11	Rv2362c	NA
11	Rv2363	NA
11	Rv2364c	NA
11	Rv2365c	0.65316108
11	Rv2366c	0.2563307
11	Rv2367c	NA
11	Rv2368c	1.27617885
11	Rv2369c	NA
11	Rv2370c	NA
11	Rv2371	NA
11	Rv2372c	NA
11	Rv2373c	NA
11	Rv2374c	NA
11	Rv2375	NA
11	Rv2376c	NA
11	Rv2377c	NA
11	Rv2378c	NA
11	Rv2379c	1.01532354
11	Rv2380c	NA
11	Rv2381c	0.48916469
11	Rv2382c	0.25640602
11	Rv2383c	NA
11	Rv2384	NA
11	Rv2385	0.98511522
11	Rv2386c	NA
11	Rv2387	0
11	Rv2388c	NA
11	Rv2389c	NA
11	Rv2390c	0
11	Rv2391	6.3109833
11	Rv2392	NA
11	Rv2393	NA
11	Rv2394	0.2575442
11	Rv2395	0.25373258
11	Rv2396	NA
11	Rv2397c	NA
11	Rv2398c	NA
11	Rv2399c	0
11	Rv2400c	0.25240011
11	Rv2401	NA
11	Rv2401A	NA
11	Rv2402	NA
11	Rv2403c	NA
11	Rv2404c	NA
11	Rv2405	NA
11	Rv2406c	NA
11	Rv2407	0.65039948
11	Rv2408	0.25582706
11	Rv2409c	NA
11	Rv2410c	NA
11	Rv2411c	NA
11	Rv2412	NA
11	Rv2413c	NA
11	Rv2414c	NA
11	Rv2415c	NA
11	Rv2416c	0.71065341
11	Rv2417c	NA
11	Rv2418c	NA
11	Rv2419c	NA
11	Rv2420c	NA
11	Rv2421c	NA
11	Rv2422	NA
11	Rv2423	NA
11	Rv2424c	NA
11	Rv2425c	NA
11	Rv2426c	0.2146771
11	Rv2427c	NA
11	Rv2427Ac	NA
11	Rv2428	NA
11	Rv2429	NA
11	Rv2430c	NA
11	Rv2431c	NA
11	Rv2432c	NA
11	Rv2433c	NA
11	Rv2434c	1.32471886
11	Rv2435c	0
11	Rv2436	NA
11	Rv2437	0.62655326
11	Rv2438c	NA
11	Rv2438A	NA
11	Rv2439c	NA
11	Rv2440c	0
11	Rv2441c	NA
11	Rv2442c	NA
11	Rv2443	0.47650481
11	Rv2444c	4.08688232
11	Rv2445c	NA
11	Rv2446c	NA
11	Rv2447c	NA
11	Rv2448c	0.81993419
11	Rv2449c	NA
11	Rv2450c	NA
11	Rv2451	NA
11	Rv2452c	NA
11	Rv2453c	NA
11	Rv2454c	NA
11	Rv2455c	NA
11	Rv2456c	0.25609231
11	Rv2457c	0
11	Rv2458	NA
11	Rv2459	0.62362147
11	Rv2460c	NA
11	Rv2461c	NA
11	Rv2462c	0.66831607
11	Rv2463	0
11	Rv2464c	NA
11	Rv2465c	NA
11	Rv2466c	NA
11	Rv2467	0.59786453
11	Rv2468c	NA
11	Rv2469c	NA
11	Rv2470	0.25707043
11	Rv2471	NA
11	Rv2472	NA
11	Rv2473	NA
11	Rv2474c	NA
11	Rv2475c	NA
11	Rv2476c	0.25210466
11	Rv2477c	2.61688465
11	Rv2478c	NA
11	Rv2481c	NA
11	Rv2482c	0.51157796
11	Rv2483c	0.50970335
11	Rv2484c	0
11	Rv2485c	NA
11	Rv2486	NA
11	Rv2487c	NA
11	Rv2488c	0
11	Rv2489c	NA
11	Rv2490c	NA
11	Rv2491	0.25348559
11	Rv2492	0.13802327
11	Rv2493	NA
11	Rv2494	NA
11	Rv2495c	NA
11	Rv2496c	NA
11	Rv2497c	NA
11	Rv2498c	NA
11	Rv2499c	0.52433756
11	Rv2500c	NA
11	Rv2501c	NA
11	Rv2502c	NA
11	Rv2503c	0.25711578
11	Rv2504c	NA
11	Rv2505c	NA
11	Rv2506	NA
11	Rv2507	NA
11	Rv2508c	NA
11	Rv2509	0
11	Rv2510c	2.6521152
11	Rv2511	NA
11	Rv2512c	NA
11	Rv2513	NA
11	Rv2514c	NA
11	Rv2515c	NA
11	Rv2516c	1.47942109
11	Rv2517c	0.25606413
11	Rv2518c	0.61623319
11	Rv2519	0.25654755
11	Rv2520c	NA
11	Rv2521	NA
11	Rv2522c	NA
11	Rv2523c	NA
11	Rv2524c	0.8744383
11	Rv2525c	NA
11	Rv2526	NA
11	Rv2527	0
11	Rv2528c	0.22109982
11	Rv2529	NA
11	Rv2530c	NA
11	Rv2530A	0.24352938
11	Rv2531c	0.62314189
11	Rv2532c	0
11	Rv2533c	NA
11	Rv2534c	NA
11	Rv2535c	NA
11	Rv2536	0
11	Rv2537c	NA
11	Rv2538c	NA
11	Rv2539c	NA
11	Rv2540c	NA
11	Rv2541	NA
11	Rv2542	NA
11	Rv2543	1.04340542
11	Rv2544	4.76237928
11	Rv2545	NA
11	Rv2546	NA
11	Rv2547	NA
11	Rv2548	NA
11	Rv2549c	NA
11	Rv2550c	NA
11	Rv2551c	NA
11	Rv2552c	NA
11	Rv2553c	0
11	Rv2554c	NA
11	Rv2555c	10.86454136
11	Rv2556c	NA
11	Rv2557	NA
11	Rv2558	NA
11	Rv2559c	NA
11	Rv2560	0
11	Rv2561	0.2560357
11	Rv2562	NA
11	Rv2563	0
11	Rv2564	1.63716211
11	Rv2565	0
11	Rv2566	0
11	Rv2567	NA
11	Rv2568c	0
11	Rv2569c	NA
11	Rv2570	NA
11	Rv2571c	NA
11	Rv2572c	4.89178443
11	Rv2573	1.07306685
11	Rv2574	NA
11	Rv2575	NA
11	Rv2576c	NA
11	Rv2577	0.25603692
11	Rv2578c	NA
11	Rv2579	NA
11	Rv2580c	NA
11	Rv2581c	NA
11	Rv2582	NA
11	Rv2583c	31.42123838
11	Rv2584c	NA
11	Rv2585c	0.53840125
11	Rv2586c	NA
11	Rv2587c	0.49019538
11	Rv2588c	NA
11	Rv2589	NA
11	Rv2590	NA
11	Rv2591	NA
11	Rv2592c	NA
11	Rv2593c	NA
11	Rv2594c	NA
11	Rv2595	NA
11	Rv2596	NA
11	Rv2597	0
11	Rv2598	NA
11	Rv2599	NA
11	Rv2600	NA
11	Rv2601	NA
11	Rv2601A	NA
11	Rv2602	NA
11	Rv2603c	NA
11	Rv2604c	NA
11	Rv2605c	NA
11	Rv2606c	36.23803896
11	Rv2607	NA
11	Rv2608	0.54746838
11	Rv2609c	NA
11	Rv2610c	0.72000339
11	Rv2611c	NA
11	Rv2612c	NA
11	Rv2613c	0.17667559
11	Rv2614c	0
11	Rv2614A	NA
11	Rv2615c	NA
11	Rv2616	NA
11	Rv2617c	NA
11	Rv2618	NA
11	Rv2619c	NA
11	Rv2620c	NA
11	Rv2621c	NA
11	Rv2622	0.24180822
11	Rv2623	NA
11	Rv2624c	0.25614951
11	Rv2625c	0.24644161
11	Rv2626c	NA
11	Rv2627c	0.40204504
11	Rv2628	NA
11	Rv2629	1.42725604
11	Rv2630	NA
11	Rv2631	NA
11	Rv2632c	NA
11	Rv2633c	1.42836208
11	Rv2634c	NA
11	Rv2635	NA
11	Rv2636	0
11	Rv2637	NA
11	Rv2638	NA
11	Rv2639c	NA
11	Rv2640c	NA
11	Rv2641	0.24030007
11	Rv2642	NA
11	Rv2643	NA
11	Rv2644c	NA
11	Rv2645	NA
11	Rv2646	NA
11	Rv2647	1.04651446
11	Rv2649	NA
11	Rv2650c	1.02912001
11	Rv2651c	0.66148095
11	Rv2652c	1.39557764
11	Rv2653c	NA
11	Rv2654c	NA
11	Rv2655c	NA
11	Rv2656c	NA
11	Rv2657c	NA
11	Rv2658c	NA
11	Rv2659c	NA
11	Rv2660c	NA
11	Rv2661c	NA
11	Rv2662	NA
11	Rv2663	NA
11	Rv2664	NA
11	Rv2665	1.22276939
11	Rv2666	0.42367281
11	Rv2667	NA
11	Rv2668	NA
11	Rv2669	NA
11	Rv2670c	NA
11	Rv2671	NA
11	Rv2672	NA
11	Rv2673	0
11	Rv2674	NA
11	Rv2675c	NA
11	Rv2676c	23.91430262
11	Rv2677c	0
11	Rv2678c	NA
11	Rv2679	NA
11	Rv2680	NA
11	Rv2681	NA
11	Rv2682c	NA
11	Rv2683	NA
11	Rv2684	NA
11	Rv2685	0.22626712
11	Rv2686c	NA
11	Rv2687c	NA
11	Rv2688c	NA
11	Rv2689c	NA
11	Rv2690c	0.22910856
11	Rv2691	NA
11	Rv2692	NA
11	Rv2693c	1.44280972
11	Rv2694c	1.61837767
11	Rv2695	NA
11	Rv2696c	NA
11	Rv2697c	NA
11	Rv2698	NA
11	Rv2699c	NA
11	Rv2700	NA
11	Rv2701c	NA
11	Rv2702	NA
11	Rv2703	6.41964395
11	Rv2704	0.24717817
11	Rv2705c	NA
11	Rv2706c	1.10221372
11	Rv2707	0.29040001
11	Rv2708c	NA
11	Rv2709	0.15179856
11	Rv2710	6.82841271
11	Rv2711	NA
11	Rv2712c	NA
11	Rv2713	1.70529559
11	Rv2714	NA
11	Rv2715	NA
11	Rv2716	NA
11	Rv2717c	0.7325315
11	Rv2718c	0.51980588
11	Rv2719c	0.25629362
11	Rv2720	NA
11	Rv2721c	NA
11	Rv2722	NA
11	Rv2723	NA
11	Rv2724c	2.40451082
11	Rv2725c	NA
11	Rv2726c	NA
11	Rv2727c	NA
11	Rv2728c	NA
11	Rv2729c	NA
11	Rv2730	1.03989985
11	Rv2731	0.25365993
11	Rv2732c	NA
11	Rv2733c	NA
11	Rv2734	NA
11	Rv2735c	NA
11	Rv2736c	NA
11	Rv2737c	18.1965897
11	Rv2737A	NA
11	Rv2738c	NA
11	Rv2739c	NA
11	Rv2740	NA
11	Rv2741	NA
11	Rv2742c	NA
11	Rv2743c	NA
11	Rv2744c	0.56940708
11	Rv2745c	NA
11	Rv2746c	NA
11	Rv2747	NA
11	Rv2748c	0.57593873
11	Rv2749	NA
11	Rv2750	NA
11	Rv2751	NA
11	Rv2752c	NA
11	Rv2753c	1.98688361
11	Rv2754c	NA
11	Rv2755c	NA
11	Rv2756c	0.25684789
11	Rv2757c	NA
11	Rv2758c	NA
11	Rv2759c	NA
11	Rv2760c	NA
11	Rv2761c	0.49485683
11	Rv2762c	NA
11	Rv2763c	NA
11	Rv2764c	NA
11	Rv2765	NA
11	Rv2766c	NA
11	Rv2767c	NA
11	Rv2768c	0.40826022
11	Rv2769c	NA
11	Rv2770c	NA
11	Rv2771c	NA
11	Rv2772c	NA
11	Rv2773c	0.72369579
11	Rv2774c	NA
11	Rv2775	0.60168271
11	Rv2776c	0.25784073
11	Rv2777c	NA
11	Rv2778c	NA
11	Rv2779c	0.25639407
11	Rv2780	0.63388297
11	Rv2781c	NA
11	Rv2782c	NA
11	Rv2783c	11.6056096
11	Rv2784c	NA
11	Rv2785c	NA
11	Rv2786c	0
11	Rv2787	1.50529586
11	Rv2788	NA
11	Rv2789c	8.67682279
11	Rv2790c	0.2368319
11	Rv2791c	1.13580345
11	Rv2792c	NA
11	Rv2793c	NA
11	Rv2794c	NA
11	Rv2795c	51.99730032
11	Rv2796c	NA
11	Rv2797c	NA
11	Rv2798c	NA
11	Rv2799	NA
11	Rv2800	NA
11	Rv2801c	NA
11	Rv2802c	NA
11	Rv2803	NA
11	Rv2804c	0.25743722
11	Rv2805	0
11	Rv2806	NA
11	Rv2807	NA
11	Rv2808	NA
11	Rv2809	NA
11	Rv2810c	NA
11	Rv2811	NA
11	Rv2812	NA
11	Rv2813	NA
11	Rv2814c	NA
11	Rv2815c	NA
11	Rv2816c	NA
11	Rv2817c	1.34233908
11	Rv2818c	NA
11	Rv2819c	NA
11	Rv2820c	1.19807453
11	Rv2821c	NA
11	Rv2822c	NA
11	Rv2823c	1.3115776
11	Rv2824c	NA
11	Rv2825c	NA
11	Rv2826c	1.14634146
11	Rv2827c	0.25161066
11	Rv2828c	NA
11	Rv2829c	NA
11	Rv2830c	0.52620188
11	Rv2831	0
11	Rv2832c	NA
11	Rv2833c	NA
11	Rv2834c	NA
11	Rv2835c	1.61876582
11	Rv2836c	NA
11	Rv2837c	NA
11	Rv2838c	NA
11	Rv2839c	45.76266863
11	Rv2840c	NA
11	Rv2841c	NA
11	Rv2842c	NA
11	Rv2843	NA
11	Rv2844	NA
11	Rv2845c	NA
11	Rv2846c	0.25207966
11	Rv2847c	NA
11	Rv2848c	NA
11	Rv2849c	NA
11	Rv2850c	NA
11	Rv2851c	NA
11	Rv2852c	NA
11	Rv2853	NA
11	Rv2854	0
11	Rv2855	0
11	Rv2856	NA
11	Rv2857c	0.46227309
11	Rv2858c	NA
11	Rv2859c	NA
11	Rv2860c	0.92630185
11	Rv2861c	NA
11	Rv2862c	NA
11	Rv2863	NA
11	Rv2864c	0.91101379
11	Rv2865	0.25324652
11	Rv2866	NA
11	Rv2867c	NA
11	Rv2868c	0.71015534
11	Rv2869c	1.16338405
11	Rv2870c	0.2578949
11	Rv2871	NA
11	Rv2872	NA
11	Rv2873	NA
11	Rv2874	1.2943308
11	Rv2875	NA
11	Rv2876	NA
11	Rv2877c	NA
11	Rv2878c	NA
11	Rv2879c	0.2546742
11	Rv2880c	0.2546742
11	Rv2881c	NA
11	Rv2882c	NA
11	Rv2883c	0.30660821
11	Rv2884	NA
11	Rv2885c	NA
11	Rv2886c	NA
11	Rv2887	NA
11	Rv2888c	NA
11	Rv2889c	NA
11	Rv2890c	0.58270227
11	Rv2891	NA
11	Rv2892c	NA
11	Rv2893	NA
11	Rv2894c	NA
11	Rv2895c	NA
11	Rv2896c	NA
11	Rv2897c	0.71335414
11	Rv2898c	NA
11	Rv2899c	0
11	Rv2900c	NA
11	Rv2901c	9.85089258
11	Rv2902c	NA
11	Rv2903c	NA
11	Rv2904c	NA
11	Rv2905	0.25287488
11	Rv2906c	NA
11	Rv2907c	NA
11	Rv2908c	NA
11	Rv2909c	NA
11	Rv2910c	2.61145891
11	Rv2911	NA
11	Rv2912c	NA
11	Rv2913c	NA
11	Rv2914c	0.24845456
11	Rv2915c	NA
11	Rv2916c	0.25692299
11	Rv2917	NA
11	Rv2918c	NA
11	Rv2919c	NA
11	Rv2920c	0
11	Rv2921c	0
11	Rv2922c	NA
11	Rv2922A	NA
11	Rv2923c	NA
11	Rv2924c	NA
11	Rv2925c	NA
11	Rv2926c	NA
11	Rv2927c	NA
11	Rv2928	NA
11	Rv2929	NA
11	Rv2930	NA
11	Rv2931	1.04875188
11	Rv2932	0.25609224
11	Rv2933	NA
11	Rv2934	NA
11	Rv2935	2.41838747
11	Rv2936	NA
11	Rv2937	NA
11	Rv2938	NA
11	Rv2939	1.56896565
11	Rv2940c	NA
11	Rv2941	1.59825646
11	Rv2942	NA
11	Rv2943	NA
11	Rv2943A	NA
11	Rv2944	NA
11	Rv2945c	1.24506098
11	Rv2946c	NA
11	Rv2947c	0
11	Rv2948c	0.25147579
11	Rv2949c	1.49237761
11	Rv2950c	0.60267215
11	Rv2951c	NA
11	Rv2952	1.96747285
11	Rv2953	0.52475236
11	Rv2954c	NA
11	Rv2955c	1.37758796
11	Rv2956	1.32455159
11	Rv2957	NA
11	Rv2958c	0.99244797
11	Rv2959c	0
11	Rv2960c	NA
11	Rv2961	NA
11	Rv2962c	0.92907928
11	Rv2963	0.59784474
11	Rv2964	1.12189498
11	Rv2965c	NA
11	Rv2966c	NA
11	Rv2967c	NA
11	Rv2968c	NA
11	Rv2969c	0
11	Rv2970c	NA
11	Rv2970A	0.57941291
11	Rv2971	0.54421565
11	Rv2972c	0.25660265
11	Rv2973c	NA
11	Rv2974c	0.25352892
11	Rv2975c	NA
11	Rv2976c	0.57458191
11	Rv2977c	NA
11	Rv2978c	0.63464736
11	Rv2979c	0.23173206
11	Rv2980	NA
11	Rv2981c	NA
11	Rv2982c	NA
11	Rv2983	NA
11	Rv2984	0.25590419
11	Rv2985	NA
11	Rv2986c	NA
11	Rv2987c	0.53103866
11	Rv2988c	NA
11	Rv2989	NA
11	Rv2990c	NA
11	Rv2991	NA
11	Rv2992c	NA
11	Rv2993c	NA
11	Rv2994	1.38318873
11	Rv2995c	NA
11	Rv2996c	0.25572311
11	Rv2997	NA
11	Rv2998	NA
11	Rv2998A	NA
11	Rv2999	0.53372734
11	Rv3000	NA
11	Rv3001c	NA
11	Rv3002c	NA
11	Rv3003c	NA
11	Rv3004	NA
11	Rv3005c	NA
11	Rv3006	NA
11	Rv3007c	NA
11	Rv3008	1.13805536
11	Rv3009c	NA
11	Rv3010c	0
11	Rv3011c	NA
11	Rv3012c	NA
11	Rv3013	NA
11	Rv3014c	NA
11	Rv3015c	NA
11	Rv3016	0.25727887
11	Rv3017c	NA
11	Rv3018c	NA
11	Rv3018A	NA
11	Rv3019c	NA
11	Rv3020c	NA
11	Rv3021c	0.24443653
11	Rv3022c	NA
11	Rv3022A	0.25442922
11	Rv3023c	NA
11	Rv3024c	NA
11	Rv3025c	NA
11	Rv3026c	NA
11	Rv3027c	NA
11	Rv3028c	NA
11	Rv3029c	0
11	Rv3030	NA
11	Rv3031	1.41269542
11	Rv3032	NA
11	Rv3033	NA
11	Rv3034c	NA
11	Rv3035	NA
11	Rv3036c	NA
11	Rv3037c	NA
11	Rv3038c	NA
11	Rv3039c	NA
11	Rv3040c	NA
11	Rv3041c	NA
11	Rv3042c	NA
11	Rv3043c	1.87106649
11	Rv3044	1.34146448
11	Rv3045	0.25572413
11	Rv3046c	NA
11	Rv3047c	NA
11	Rv3048c	32.54263544
11	Rv3049c	NA
11	Rv3050c	NA
11	Rv3051c	184.54290509
11	Rv3052c	NA
11	Rv3053c	NA
11	Rv3054c	NA
11	Rv3055	NA
11	Rv3056	0.59447515
11	Rv3057c	NA
11	Rv3058c	0
11	Rv3059	0.2403346
11	Rv3060c	2.72200758
11	Rv3061c	NA
11	Rv3062	NA
11	Rv3063	0.58920766
11	Rv3064c	0.17475694
11	Rv3065	NA
11	Rv3066	NA
11	Rv3067	NA
11	Rv3068c	NA
11	Rv3069	NA
11	Rv3070	NA
11	Rv3071	NA
11	Rv3072c	NA
11	Rv3073c	NA
11	Rv3074	NA
11	Rv3075c	NA
11	Rv3076	NA
11	Rv3077	0.69617819
11	Rv3078	NA
11	Rv3079c	NA
11	Rv3080c	NA
11	Rv3081	0
11	Rv3082c	0.22059804
11	Rv3083	NA
11	Rv3084	0.72036936
11	Rv3085	NA
11	Rv3086	NA
11	Rv3087	NA
11	Rv3088	NA
11	Rv3089	NA
11	Rv3090	NA
11	Rv3091	NA
11	Rv3092c	NA
11	Rv3093c	NA
11	Rv3094c	NA
11	Rv3095	NA
11	Rv3096	0.5047361
11	Rv3097c	0.42181643
11	Rv3098c	0.22297058
11	Rv3099c	NA
11	Rv3100c	0
11	Rv3101c	NA
11	Rv3102c	NA
11	Rv3103c	NA
11	Rv3104c	NA
11	Rv3105c	NA
11	Rv3106	NA
11	Rv3107c	NA
11	Rv3108	1.10858516
11	Rv3109	NA
11	Rv3110	NA
11	Rv3111	0.94372929
11	Rv3112	NA
11	Rv3113	NA
11	Rv3114	0.48269154
11	Rv3115	NA
11	Rv3116	0.25544878
11	Rv3117	NA
11	Rv3118	NA
11	Rv3119	0.25637522
11	Rv3120	NA
11	Rv3121	NA
11	Rv3122	0.48258693
11	Rv3123	NA
11	Rv3124	NA
11	Rv3125c	0
11	Rv3126c	NA
11	Rv3127	0.50522745
11	Rv3128c	NA
11	Rv3129	NA
11	Rv3130c	0
11	Rv3131	0.25734662
11	Rv3132c	1.25572697
11	Rv3133c	0.25650661
11	Rv3134c	NA
11	Rv3135	NA
11	Rv3136	34.56902227
11	Rv3137	NA
11	Rv3138	NA
11	Rv3139	NA
11	Rv3140	NA
11	Rv3141	0.60904245
11	Rv3142c	0.24932556
11	Rv3143	0
11	Rv3144c	NA
11	Rv3145	NA
11	Rv3146	NA
11	Rv3147	NA
11	Rv3148	44.27922801
11	Rv3149	NA
11	Rv3150	NA
11	Rv3151	NA
11	Rv3152	NA
11	Rv3153	NA
11	Rv3154	NA
11	Rv3155	NA
11	Rv3156	0.60308074
11	Rv3157	NA
